text,sentiment
mera pura khrab ho gya,Negative
pagal ho kya,Negative
mam mohit ko bilkul psnd nahi hai kheta hai karcha badhta hai faltu ka,Negative
mu ma pani aa gaya,Positive
hum banatain hai lekin aapne pura ulta tarika bataye aapne bekar ho jayega pura rasmalai,Negative
sach me muh me pani aa gyaaaa,Positive
mam mere rashgulle to kdai m hi fat gye sb sari mehnt waste ho gyi,Negative
corn flour ko hindi me kya kahte hai,Neutral
garmiyon me toh yeh kharab ho jaegyi kyunki bhar rakh ke toh dudh hai kharab ho sakta hai?,Neutral
ham na try keya bahut acha bana thank you very much,Positive
agar rasgulle ek din pehle bana le aur rabdi dusre din daale toh koi problem hogi kya,Neutral
kya hum direct paneer hi use kar sakte hai ?,Neutral
mana chasne m saka to sara khrab ho gya,Negative
packet milk use kr sakta h ky,Neutral
me apni wife se kehta hun ki you tube pe koi achi si dish dekhkar bna liya kro date ingredients me lake dunga lekin wo kabhi nahi banati daal roti sabji bna legi bhagywaan,Negative
aunty agar dudh phele se hi fhata hua hai to kiya wo use kr sakte hai ????????,Neutral
bahut badiya banai hai aapne muze aagar 50 logonkeliye banana hai to kitana milk lagega muze,Positive
m b banaunga kal thanx kavita ma am u have nice voice,Positive
corn flour ki jagha maida use kar sakte h kya,Neutral
mast resipe,Positive
mem aapki rasmalai bahut achi bani haimeri favorite swets bhi hai yai meri aisi kismat kaha jo aap jaisi ladies ki bani kha saku mai to abhi un married hu partner ki bahut jarurat hai tabhi aisay nahi nahi sweta kha sakta hu koi ho to batay ladki ho nazar mai,Positive
kis kis ke mukh meh pani aaya,Positive
mam meri rasmalai kuch jyada hi meethi ho gyi uska meethapan kam kaise kare,Neutral
khana ka man kar raha ha,Positive
madam may bhi try kiya but tut geya,Negative
rasmalai se jada apki awaaz sweet h ❤,Positive
yar ye koi khilado maa kasam dekhte hi bukh lag gai,Positive
bahut sundar m try krungi,Positive
maine trai ki bahut acchi recipe bani mujhe bahut pasand i aur mere husband ko bhi thank u didi thank ❤,Positive
mam aapki recipe se rasgulle bahut hard bane i followed the exact recipe,Negative
maa aapke hatho me jadu hai meri maa ki tarha,Positive
mere rasmalai ka chena ball hard ho gaya tha soft hone ke liye kya karna chahiye bataeye na please,Negative
ye dhudh k rasgule se bnte hi nahi h fat jate h chas me dalte hi,Negative
vinegar paani ke saath milake daale so that woh dilute ho jaye warna woh rasgulla rubber jaisa bann jaega dilute karne se zyada behtar banenge,Neutral
aapke ghr wale roz roz etne pase west krne dete h,Negative
ma am maine do br ye recipe try kiya h or dono br tikki me rbdi absorb ni hua aesa kyu andr se tikki dry hi tha,Negative
mam aap bahut jaldi jaldi bolte ho plz thoda dheere bola karein,Negative
rasmalai se jada to aap aawaj mitti,Positive
meri rasmalai ke fate hue doodh ke gole sahi se nahi bane vo toot gaye na hi vo fate hue doodh ka jo aata he vo sahi se nahi bane vo thora gila rah gaya,Negative
bahut bahut dhanyawad aapko madam,Positive
aap bahut ache se explain kiye hai rasmalai ke bare me chene ko sirf hands ka use karna hai aur koi cheej se masal sakte hai madam,Positive
mam isme phle se hi fata hua milk le skte h n bina vinegar k ase hi fat gya tha plzz reply,Neutral
maine try kiya ye recipe bt ye bahut bekar bna rasogulla ne rabdi absorb nahi kiya jbki maine ek cheez ko garm hi rakha tha rabdi ko aur toh aur 1 din m hi rabdi sticky ho gyi please give me reply ki mujhse kya glti huyi,Negative
meri wife na ghar me kuch banati h or na ghar ka khana pasand krti h hrr time chalo bahar chalo bahar rehdi pe kha legi lekin bahar ka chahea ye kuch mental disorder bn chuka h aaj kl kapde pahan k taiyar ho k bahar ka khana khane jana or mard ko ghar ka he khana acha lagta h bahot se log 80 km up down krte h daily sirf ghar k khane k lea,Negative
mam bahut acha laga he hame,Positive
mza aa gya didi,Positive
mere muh me to paani aa raha hai,Positive
me first time try kr rahi hu,Positive
ye keese pta chalega mam ki chena ball pk gye he chashni me d alenge tab,Neutral
hello kabita apki recipe dekhne k liye video shuru hota hai mai apki awaz mai kho jati hu app kitna piyara bolti hai i love your voice god bless you nd your family ❤,Positive
kaash me apke hatho ka bana kha pata,Positive
meri rasmalai chasni m ghul rhi h mene 3 chamach alarot bhi daal lia chena ko tight krne ke liye 1 ghante se chena ko tight krne m lgi hu nahi hora yaar koi flowing consistency bhi nahi h abhi ke liye mene uski fridge m rkh dia h please somebody suggest me what to do with that i m tired making this please,Negative
ap bahut pyar se samjhate ho we will make it,Positive
sab koi banane ke liye dekh rha h or m aadhi raat ko curiosity ki wajah se dekh rha hu coz i like rasmalai most ❤,Positive
maja aa gaya sikh ke bahut achhe se sikhaya aapne very very thank you,Positive
bahut badhiya bhijwa deti to aur acha hota,Positive
abhi se hi mooh me pani aagya,Positive
kitne din rakh sakte h isko,Neutral
isko dobara garm karke kha sakte h,Neutral
muj hames hi aap ka viedo aacha lagta hai mam,Positive
aj mene bhi bnaya bilkul apki recipe ki tarah sch me bhut hu yummy bne the ma am,Positive
corn flour nahi hai te maida use kr skti hu khya,Neutral
bohott acha explain kartye ho mam ☺,Positive
mam mene ye ras malai bnai thi aaj but wo sari tut gayi again bnane ke liye me kya karu reply me first plzz maam,Negative
wwaaahhhh kiya bat hai madam mai toh rasmslai se ziyada apke explain me fida hogaya hoon bhut khoob thank you ❤ ❤ ❤,Positive
hello di aaj rasmali try ki amazing sari family members nay bahut like kiya thanks di❤❤❤❤,Positive
mari bhi rasmalai bahut achi bani aapke karn party me to chha gaya aapka rasmlai,Positive
aunty bal ke jhar ke ajati,Negative
mai har baar banati hu to usmai lemon ka test reh hi jata hai jis say poori mehnat kharab ho jati hai aisa kiyu???,Negative
aunty yaha bhej va do,Positive
mam mere rasgulla mein chashni andar nahi jati plz tell tips,Neutral
muh me paani aa gaya mataji mashaallah gajab bana hai,Positive
mam mera chena chasni m boil kete time bikhar jata,Negative
app ne kaha tha na didi reply zarror send karna ham kar diya rasmalai achii nahi lagi,Negative
mam chena thoda gila lagraha hai kya karen? cornflour dalke acche se mala hai but abhi b thoda gila lagraha hai jaldi batayen plz,Neutral
nimbu dal ke try kiya khata ho gya hamara kaam nahi haiagr halvya jesha ham logo she ban gya to baazar she koy nahi kharidega,Negative
mera chena kdaa ho jata hai fridge mein bhi rakhne per hard ho jati hai aisa ku plz reply,Negative
bht time lgta h but nice,Positive
apke dudh se bante to bhut achhe lagte,Negative
paani nikal aya mooh se,Positive
kon kon ye video 2026 ko dekhra,Positive
2026 april me kon dekh raha h,Positive
kaun kaun yah video 2026 mein dekhna hai april mein,Neutral
4:04 jali na,Negative
uska baap hai na bahut ghatiya hai,Negative
prena didi me ape ki bhot achi fan hu,Positive
bhaiya aap jhooth bolate aap nahin pahle aata tha,Negative
vah vah film video banai hai aisi cream video to maine jannat dekh liye the mujhe chhutti de do,Negative
ghee ke jagah riphayan ho sakta hai,Neutral
plate k niche kitchen towel rakhte to itna pakadna nahi padta,Positive
corn flour dala jaruri h,Neutral
yar subscribe kardo,Neutral
mai nahi hasi,Negative
really tum legends hi attendance lagao,Neutral
shaadi kab ho rahi hai,Neutral
dimag se pedal log,Negative
dimag se pedal,Negative
bhaiya ham kha lenge mirchi,Neutral
main 2025 mein dekh raha hun,Neutral
aloo khaoge,Neutral
mene bhi nigal li thi jab mene ye khai,Neutral
bhehen chod,Negative
❤❤ prerna aise nahin karna chahie chhote kapde nahin pahnana chahie buri baat hoti hai allah ko aapko aankh mein jaane ki nahin agar nahin jana to fir achcha achcha kapda pahna karo bhari wale chote chote,Negative
3:50 was epic lao pani lao,Positive
insan ke kan mein bakri,Negative
triggered insaan ❌mirchi insan ✅ sorry bhaiya❤❤❤❤❤,Negative
man to karta hai ki apki behan ban jau❤❤❤❤❤,Positive
yah to tatti hai l,Negative
tera intezar,Neutral
ismein 15 november ko kar bhi kya liya tha kabhi kya liya hai aur ismein kuchh kya bhi nahin tha 15 tarikh a bhi gai hai aur yah fir bhi bole isase khud hi mujhe iske liye dimag bhi hai ya nahin,Negative
nischay bhai ko koi haat laga ka dhika da haa uncle or aunty ki baat kuch or hai,Negative
abe sale chu kar to dekha,Negative
sudhar ja beta,Negative
triggered insaan be like mei gali nahi de sakta,Positive
tuma triggered insaan bhai ka bare ma kaisa bola,Neutral
nahin bol raha shakal ke bare mein bolate bolate itna bol diya,Negative
lekin ye video 4years ago h or m 2026 m dekh rahi hu abhi tak tho hagindra ne kuch kiya hi nahi or bat kar raha only 15november ki,Negative
bhai uska sath bhara to aapko kuchh kuchh dekha hai black colour ham log ka kutta ka pass mein tha niche wala,Negative
8:55 nahi bol rahe ho bhai,Neutral
caption padho human autorickshaw,Negative
jai sare bhagwan ki ❤❤❤❤❤❤❤❤❤❤❤❤❤❤nice video ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤i love you too meri maa and papa and bhai and behen and dadi and chacha and chachi ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Positive
koi mil gaya,Negative
bhai me last line me hagne ka itihas bana diya,Negative
2025 me kon kon dekh raha hai,Neutral
bhaiya mai tab 2saal ka tha,Neutral
bahi uska dimag gana bana mein me pora use ho gaya,Neutral
do din baki he bhai,Neutral
15 november ko mera annual function hai,Neutral
2025 me kon kon dekh rha hai,Neutral
mai to 2025 ko dekh raha hu,Neutral
hay mister bhaiya main aapki badi fan hun maine aapke aapke video ko like karne ke share kar rakhen aap please comment karo na mere ko mera mera naam mauli hai,Positive
bhai ap ne 2 minutes me itna funny diss track likha ke mera has has ke oxygen band ho gaya,Positive
or kitne bar dekha bhai,Negative
1:04 bol beta ☠,Negative
last part kyaa rock hai bhai,Positive
faltu movie,Positive
naa to karwan ki talash hai still hits different,Positive
dhurander the revenge dekhne ka baad bhi vapis trailer dekhne aaigya,Positive
bas kar bhai ab toh doosri wali ka trailer b aa gya,Negative
bol betaaaaa,Negative
no doubt iski entry music kamal ki hai lekin jab rehman dakait ke introduction pe music bajta hai pura goosebump milta hai,Positive
kisne soch tha yh movie indian cinema ka spy universe or whol bollywood hi change kr degi,Positive
3:49 kya badhiya edit kiya hai,Positive
bol beta ♀ ♀ ♀,Neutral
movie babander,Positive
is trailer ke baad mujhe pakka ho gaya tha ki ye movie banger hone wali hai,Positive
film film hai yaar,Neutral
1:46 ye scene toh dono part me hai hi nahi,Neutral
bhai jitni bar dekhu man nahi bhar rha hai,Positive
ye naya india ghar me ghusega bhi aur maarega bhi❤❤,Positive
border 3 me india england py qabza kar ly ga or dhurandhar 3 me me america py qabza kar ly ga,Negative
mast mast movieee,Positive
movie m bhaut jayda political background daal diya dekhne ke baad laga movie kisi ko promote kar rahi h,Negative
pehle mera favorite trailer badlapur movie ka tha ab durander the revenge daily watching s,Positive
pakistan ka nam liay bgair khud ko kbhi acha nahi dikha skta ye india,Negative
aditya dhar hajam ghughu aur ranveer singh sabse bada dewaana mental,Negative
jb movie na chale tb hindu muslim kar ke hi to movie se rupee chap sakte ho,Negative
tera baap kya jara,Negative
pakistan zindabad❤❤❤❤❤❤,Positive
mene ye tailer abhi tak 100 ho gye honge,Positive
7 0 india siraf movie men hi yeh sub ker sakta hai real men kya hoa sab ko pta hai pura india heckling hoa modi trump se ro ro ker kerta raha pakistan se aik baar jung rokwao,Negative
reality is k kalbhoshan yaduv abi tk pakistan ki custody my hy,Negative
mai ne tho movie dekhne ke baad bhi trailer dekh raha hai,Positive
good climax but duniya ka mustaqbil ab pakistan te karega india nahi welcome to islamabad accord,Negative
faltu scene 1 hamzaa flight tickets apni biwi ko ghar ke bahar deta hai 2 while fighting with arjun rampal wo dono niche girte hain uss scene me clear dikh raha hai hamzza iron rods ke upar gira hai fir bhi usse kuchh nahin hota jabki pet faad jana chahie tha 3 aur last ke seen mein jab vah apne ghar mein jata hai tab vahan ghar ke gate ke pass uski mummy uske bhanje aur uske syster chhat ke upar hoti hai fir bhi usse koi nahin dekhta aur sab ussi time ghar ke andar chale jaate hain aur apna hero unse bina mile vahan se laut jata hai kya writing hai,Negative
1 0:15 konsa song ka bgm hai ye,Neutral
100 million pahuchao dono trailer ko d1 d2,Neutral
kitni baar dekho maan nhin bharta,Positive
bai roj dekhta hooo movie or roj teaser trailr jb bi mn khraab ho koi or actor movie dekhte hi jehr lgti hai pta ni onda kyaa hai yaar,Negative
sahi kaha tha jasmine ne you are still not ready for this sala movie dekhne k bad to ye trailer or jyada acha lgta h ❤,Positive
loved the movie but movie ke end me jo bola ki balidaan hi dharam hai aur desh ke liye balidan sabse bada dharam hai i don t agree with that i think balidan kabhi dharam nahi ho sakta aur dharam ke liye balidaan se bada koi dharam nah bas yahi sach hai dharam se upar kuch nahi om namah shivaay,Positive
kon kon movie dekhne ke baad bhi dekhra h,Neutral
bakwas movie,Negative
bhai mai to movie dekhne ke baad bhi trailer dekh raha hu matlab samajh rahe ho movie ki awasome hai,Positive
movie dekhne ke baad bhi trailer dekh raha hu,Positive
movie dekhne ke baad firse trailer dekhne aaya abb jyada maza aya,Positive
kaha leke jaa rhe ho mujhe din mein hi was most dark,Negative
family vlogers apne life ke hr chez dekathy aur sunty hi but kuch specific moments ko chor k oska moqa mile na oo bhy share krdengy,Negative
paani ki bottle,Neutral
kya piyush sach me fail hua thha ??,Neutral
ambani mere lood pe,Negative
6:37 maina aapko gao bhej dunga,Positive
ise zindagi ka liya,Positive
can t believe 2 sala ho gye,Neutral
ye video meine kharid le hai dosto,Neutral
guruji ma chod di sabaki,Negative
5:10 din me hi,Negative
jb khudka kuch content na mile tab dusro ki copy krna pdta hai,Negative
piyush badiya hai,Positive
0 33 par carry bhai ne khud ki hi video dekh li coffee with jalan,Neutral
carry minati bhaiya apne hath se aapka video dekhna start kyon❤❤❤❤❤,Positive
kyon kyon naya vedio se disappointe hokar yaha aaya hai thoda hasne,Negative
coffee with jalan ko bhulane ke liye aya hoon,Positive
sab log yahi aa gye,Positive
7:28 par piyush muthhi laga raha tha,Neutral
piyush ko bhi rost kro,Neutral
yaar ye banda to alag hi level ka hai,Positive
aaj v dekh raha hu aapka video 08 01 2026,Positive
2026 me kon kon dekh raha hai,Neutral
2026 mai kon kon dekhta hai,Neutral
mza aaya bhi,Positive
carryminati bhai tumne acting bhut achi ki,Positive
ai hai bhai,Negative
naya video ni arha vai vote for new video,Neutral
udta beast❤,Positive
flying kutta bana diya,Negative
10:40 bin plane ka pilot,Negative
video dekhkar maja a gaya sourabh bhai bhi dekhiae unko bhi maja a jaega,Positive
mene bnaye aunty ji bahut hi tasty bne thanku so much ese hi ap new and delicious recipes upload krte rhiye,Positive
